taxi_zone,zone_name,attraction_place_id,index,attraction_name,category,price,isFree,description,attraction_latitude,attraction_longitude,attraction_vicinity,attraction_rating,user_ratings_total,attraction_phone_number,attraction_website,opening_hours,price_level,types,international_phone_number,url,icon,formatted_hours,popular_times,time_spent,current_popularity
239,Upper West Side South,ChIJCXoPsPRYwokRsV1MYnKBfaI,148,American Museum of Natural History,cultural,28,FALSE,"A world-renowned museum on the Upper West Side, featuring extensive exhibits on natural history, science, and culture. Highlights include dinosaur fossils, the Rose Center for Earth and Space, and immersive dioramas, making it a must-visit for all ages.",40.7813241,-73.9739882,"200 Central Park West, New York",4.5,20408,(212) 769-5100,https://www.amnh.org/,"['Monday: 10:00\u202fAM\u2009–\u20095:30\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20095:30\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20095:30\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20095:30\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20095:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20095:30\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20095:30\u202fPM']",,"['museum', 'point_of_interest']",+1 212-769-5100,https://maps.google.com/?cid=11708656934508584369,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,"0: 10:00 - 17:30, 1: 10:00 - 17:30, 2: 10:00 - 17:30, 3: 10:00 - 17:30, 4: 10:00 - 17:30, 5: 10:00 - 17:30, 6: 10:00 - 17:30","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 51, 62, 64, 61, 53, 42, 28, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 54, 64, 67, 64, 57, 45, 30, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 62, 73, 75, 71, 61, 48, 33, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 62, 75, 78, 75, 65, 51, 34, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 65, 78, 80, 76, 67, 54, 36, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 67, 86, 96, 100, 94, 76, 51, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 63, 79, 87, 88, 82, 67, 45, 0, 0, 0, 0, 0, 0]}]","[210, 210]",62
232,Two Bridges/Seward Park,ChIJK2PCnCpawokRFsCSeE-rENA,149,St. Mary's Roman Catholic Church,religious,0,TRUE,"A historic church in the Lower East Side, offering a place of worship and community services. Its beautiful architecture and active congregation make it a spiritual and cultural landmark in the neighborhood.",40.715653,-73.985078,"440 Grand Street, New York",4.5,199,(212) 674-3266,https://saintmarygrand.org/,"['Monday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20094:00\u202fPM', 'Sunday: 8:30\u202fAM\u2009–\u20097:00\u202fPM']",,"['church', 'place_of_worship', 'point_of_interest']",+1 212-674-3266,https://maps.google.com/?cid=14992671517330030614,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_general-71.png,"0: 09:00 - 17:00, 1: 09:00 - 17:00, 2: 09:00 - 17:00, 3: 09:00 - 17:00, 4: 09:00 - 17:00, 5: 09:00 - 16:00, 6: 08:30 - 19:00","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 21, 18, 16, 13, 14, 13, 9, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 18, 14, 7, 5, 7, 6, 5, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 20, 13, 8, 6, 6, 9, 9, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 21, 19, 17, 14, 11, 9, 10, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 21, 12, 13, 15, 24, 28, 28, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 16, 11, 8, 12, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 42, 73, 92, 100, 84, 67, 34, 25, 14, 11, 5, 0, 0, 0, 0, 0]}]","[None, None]",
232,Two Bridges/Seward Park,ChIJZ2YXqipawokRRfvUkfftKGA,150,Bialystoker Synagogue,religious,0,TRUE,"A historic synagogue on the Lower East Side, known for its stunning murals and ornate interior. It serves as a place of worship and a testament to the rich cultural heritage of the Jewish community in New York City.",40.7154991,-73.9832028,"7 Willett Street, New York",4.8,99,(212) 475-0165,http://www.bialystoker.org/,"['Monday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20096:00\u202fPM']",,"['synagogue', 'place_of_worship', 'point_of_interest']",+1 212-475-0165,https://maps.google.com/?cid=6929049674268867397,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/worship_jewish-71.png,"0: 08:00 - 18:00, 1: 08:00 - 18:00, 2: 08:00 - 18:00, 3: 08:00 - 18:00, 4: 08:00 - 18:00, 5: 08:00 - 18:00, 6: 08:00 - 18:00",[],"[None, None]",
232,Two Bridges/Seward Park,ChIJbZSkRNRbwokRdMAaOge7PUU,151,Corlears Hook Park,natural,0,TRUE,"Corlears Hook Park, nestled along the East River, offers serene waterfront views and green spaces in Lower Manhattan.",40.7116667,-73.9797222,"397 FDR Drive, New York",4.2,466,(212) 639-9675,https://www.nycgovparks.org/parks/corlears-hook-park/,"['Monday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 6:00\u202fAM\u2009–\u20091:00\u202fAM']",,"['park', 'point_of_interest']",+1 212-639-9675,https://maps.google.com/?cid=4989349601910374516,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,"0: 06:00 - 01:00, 1: 06:00 - 01:00, 2: 06:00 - 01:00, 3: 06:00 - 01:00, 4: 06:00 - 01:00, 5: 06:00 - 01:00, 6: 06:00 - 01:00","[{'name': 'Monday', 'data': [11, 0, 0, 0, 0, 0, 45, 55, 59, 62, 62, 72, 80, 83, 86, 85, 76, 65, 53, 38, 30, 25, 29, 25]}, {'name': 'Tuesday', 'data': [13, 0, 0, 0, 0, 0, 25, 37, 49, 58, 60, 64, 71, 83, 85, 83, 83, 86, 77, 56, 38, 33, 34, 27]}, {'name': 'Wednesday', 'data': [18, 0, 0, 0, 0, 0, 24, 30, 39, 48, 66, 81, 100, 96, 93, 77, 62, 59, 55, 50, 35, 34, 35, 27]}, {'name': 'Thursday', 'data': [20, 0, 0, 0, 0, 0, 34, 40, 51, 56, 59, 56, 59, 67, 76, 80, 72, 62, 48, 41, 33, 28, 19, 11]}, {'name': 'Friday', 'data': [6, 0, 0, 0, 0, 0, 45, 60, 71, 76, 75, 69, 71, 75, 77, 83, 79, 72, 55, 37, 18, 17, 9, 11]}, {'name': 'Saturday', 'data': [4, 0, 0, 0, 0, 0, 17, 23, 29, 33, 46, 66, 81, 81, 77, 74, 75, 65, 45, 29, 22, 16, 14, 11]}, {'name': 'Sunday', 'data': [3, 0, 0, 0, 0, 0, 16, 32, 43, 54, 58, 71, 65, 67, 65, 66, 74, 67, 61, 44, 27, 17, 8, 9]}]","[90, 90]",37
233,UN/Turtle Bay South,ChIJEU2H4BxZwokRNfY93Yvi-sU,152,United Nations Headquarters,cultural,0,TRUE,"The United Nations Headquarters in Turtle Bay is an iconic symbol of international diplomacy, hosting global discussions and fostering cooperation since 1952.",40.7493281,-73.9679241,"405 East 45th Street, New York",4.5,13330,(212) 963-4475,https://www.un.org/visit,"['Monday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",,['point_of_interest'],+1 212-963-4475,https://maps.google.com/?cid=14265963859989624373,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 09:00 - 17:00, 1: 09:00 - 17:00, 2: 09:00 - 17:00, 3: 09:00 - 17:00, 4: 09:00 - 17:00",[],"[None, None]",
233,UN/Turtle Bay South,ChIJAYhbcB1ZwokRm5l-9P48BeI,153,Dag Hammarskjöld Plaza,natural,0,TRUE,"Dag Hammarskjöld Plaza, adjacent to the United Nations, serves as a peaceful oasis and gathering place for cultural events in Midtown Manhattan.",40.7522545,-73.9684986,"East 47th Street, New York",4.5,499,(212) 639-9675,http://hammarskjoldplaza.org/,"['Monday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 6:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 6:00\u202fAM\u2009–\u20091:00\u202fAM']",,"['park', 'point_of_interest']",+1 212-639-9675,https://maps.google.com/?cid=16286490693176564123,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,"0: 06:00 - 01:00, 1: 06:00 - 01:00, 2: 06:00 - 01:00, 3: 06:00 - 01:00, 4: 06:00 - 01:00, 5: 06:00 - 01:00, 6: 06:00 - 01:00","[{'name': 'Monday', 'data': [1, 0, 0, 0, 0, 0, 7, 13, 23, 43, 56, 59, 61, 61, 54, 51, 50, 49, 46, 34, 23, 11, 7, 2]}, {'name': 'Tuesday', 'data': [1, 0, 0, 0, 0, 0, 10, 20, 31, 44, 53, 59, 69, 74, 74, 65, 59, 40, 30, 16, 10, 8, 6, 8]}, {'name': 'Wednesday', 'data': [5, 0, 0, 0, 0, 0, 18, 27, 38, 52, 62, 63, 66, 63, 60, 52, 50, 46, 44, 35, 20, 14, 10, 12]}, {'name': 'Thursday', 'data': [9, 0, 0, 0, 0, 0, 10, 15, 26, 39, 52, 60, 69, 72, 72, 68, 62, 51, 45, 38, 29, 21, 19, 16]}, {'name': 'Friday', 'data': [9, 0, 0, 0, 0, 0, 14, 23, 34, 48, 57, 61, 64, 59, 52, 42, 35, 29, 23, 18, 19, 20, 16, 17]}, {'name': 'Saturday', 'data': [12, 0, 0, 0, 0, 0, 8, 8, 16, 21, 30, 30, 34, 34, 34, 26, 28, 26, 25, 19, 21, 17, 14, 13]}, {'name': 'Sunday', 'data': [9, 0, 0, 0, 0, 0, 16, 17, 26, 33, 60, 86, 100, 87, 57, 31, 15, 13, 20, 35, 45, 42, 23, 8]}]","[None, None]",67
234,Union Sq,ChIJZx8c96NZwokRJklw7SVhKt4,154,Flatiron Building,other,0,TRUE,"The Flatiron Building, a quintessential triangular landmark in the Flatiron District, epitomizes New York City's early skyscraper architecture with its innovative design.",40.7410605,-73.9896986,"175 5th Avenue, New York",4.5,13426,,,,,['point_of_interest'],,https://maps.google.com/?cid=16008714640967092518,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 09:00 - 00:00, 1: 09:00 - 00:00, 2: 09:00 - 00:00, 3: 09:00 - 00:00, 4: 09:00 - 00:00, 5: 09:00 - 00:00, 6: 09:00 - 00:00",[],"[None, None]",
234,Union Sq,ChIJp32RvaZZwokRfH0Zgzl9mXk,155,Madison Square Park,natural,0,TRUE,"Madison Square Park, surrounded by iconic skyscrapers in Flatiron, offers a lush retreat with art installations and seasonal events in the heart of Manhattan.",40.7421951,-73.9879992,"11 Madison Avenue, New York",4.6,19533,(212) 520-7600,http://www.madisonsquarepark.org/,"['Monday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 6:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 6:00\u202fAM\u2009–\u200912:00\u202fAM']",,"['park', 'point_of_interest']",+1 212-520-7600,https://maps.google.com/?cid=8762172235992104316,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,"0: 06:00 - 00:00, 1: 06:00 - 00:00, 2: 06:00 - 00:00, 3: 06:00 - 00:00, 4: 06:00 - 00:00, 5: 06:00 - 00:00, 6: 06:00 - 00:00","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 10, 18, 26, 35, 48, 60, 75, 85, 90, 91, 85, 76, 64, 51, 38, 27, 18, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 10, 18, 29, 41, 55, 70, 83, 90, 90, 88, 85, 79, 68, 53, 38, 27, 18, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 11, 19, 27, 36, 48, 60, 73, 78, 78, 76, 73, 69, 60, 48, 37, 26, 18, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 10, 18, 25, 34, 44, 57, 68, 75, 76, 76, 75, 69, 59, 47, 35, 26, 18, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 11, 19, 27, 36, 46, 58, 67, 72, 75, 78, 78, 73, 64, 49, 36, 27, 20, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 5, 11, 20, 31, 46, 62, 77, 91, 100, 98, 85, 69, 55, 43, 33, 25, 20, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 2, 4, 10, 18, 30, 44, 57, 68, 77, 81, 79, 70, 57, 43, 31, 22, 15, 0]}]","[60, 60]",74
234,Union Sq,ChIJR026QqZZwokRgLuHSIZNIKM,156,Museum of Sex,cultural,36,FALSE,"The Museum of Sex in NoMad challenges societal norms through exhibitions exploring human sexuality, providing a thought-provoking experience in an unconventional museum setting.",40.7440291,-73.9872529,"233 5th Avenue, New York",4.3,4644,(212) 689-6337,http://www.museumofsex.com/,"['Monday: 1:00\u2009–\u200910:00\u202fPM', 'Tuesday: 1:00\u2009–\u200910:00\u202fPM', 'Wednesday: Closed', 'Thursday: 1:00\u2009–\u200910:00\u202fPM', 'Friday: 1:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 12:00\u2009–\u20099:00\u202fPM']",2,"['museum', 'bar', 'point_of_interest', 'store']",+1 212-689-6337,https://maps.google.com/?cid=11754480266574805888,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,"4: 13:00 - 00:00, 5: 12:00 - 00:00","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 40, 46, 50, 46, 45, 43, 40, 30, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 48, 48, 45, 39, 35, 35, 31, 24, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 55, 60, 57, 54, 52, 49, 41, 31, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 60, 63, 62, 57, 55, 59, 60, 55, 41, 24]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 61, 83, 94, 98, 100, 94, 91, 83, 77, 58, 35]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 35, 43, 51, 56, 54, 49, 36, 22, 0, 0, 0]}]","[120, 120]",
236,Upper East Side North,ChIJmZ5emqJYwokRuDz79o0coAQ,157,Solomon R. Guggenheim Museum,cultural,30,FALSE,The Solomon R. Guggenheim Museum on Museum Mile showcases modern and contemporary art within its iconic cylindrical structure designed by Frank Lloyd Wright.,40.7829796,-73.9589706,"1071 5th Avenue, New York",4.3,22745,(212) 423-3500,https://www.guggenheim.org/,"['Monday: 10:30\u202fAM\u2009–\u20095:30\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u20095:30\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20095:30\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20095:30\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20095:30\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20095:30\u202fPM', 'Sunday: 10:30\u202fAM\u2009–\u20095:30\u202fPM']",,"['museum', 'point_of_interest']",+1 212-423-3500,https://maps.google.com/?cid=333297768485043384,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,"0: 10:30 - 17:30, 1: 10:30 - 17:30, 2: 10:30 - 17:30, 3: 10:30 - 17:30, 4: 10:30 - 17:30, 5: 10:30 - 17:30, 6: 10:30 - 17:30","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 54, 63, 65, 63, 64, 56, 41, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 49, 56, 57, 55, 51, 41, 28, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 65, 77, 80, 76, 67, 50, 31, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 62, 73, 72, 66, 58, 46, 31, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 65, 78, 80, 75, 66, 51, 33, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 57, 76, 89, 97, 100, 89, 66, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 53, 68, 73, 74, 67, 53, 35, 0, 0, 0, 0, 0, 0]}]","[None, None]",96
236,Upper East Side North,ChIJ01_9-ZdYwokRL2JrA28GJp8,158,Neue Galerie New York,cultural,28,FALSE,"Neue Galerie New York on Museum Mile specializes in early 20th-century German and Austrian art and design, housed in a historic mansion on Fifth Avenue.",40.781264,-73.9603267,"1048 5th Avenue, New York",4.4,2554,(212) 628-6200,http://www.neuegalerie.org/,"['Monday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: Closed', 'Wednesday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20096:00\u202fPM']",3,"['museum', 'art_gallery', 'point_of_interest']",+1 212-628-6200,https://maps.google.com/?cid=11467860575014052399,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,"0: 11:00 - 18:00, 2: 11:00 - 18:00, 3: 11:00 - 18:00, 4: 11:00 - 18:00, 5: 11:00 - 18:00, 6: 11:00 - 18:00","[{'name': 'Monday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 68, 76, 75, 73, 58, 40, 0, 0, 0, 0, 0, 0]}, {'name': 'Tuesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Wednesday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]}, {'name': 'Thursday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 79, 81, 78, 67, 51, 28, 0, 0, 0, 0, 0, 0]}, {'name': 'Friday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 81, 92, 88, 79, 70, 54, 0, 0, 0, 0, 0, 0]}, {'name': 'Saturday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 79, 89, 100, 98, 84, 59, 0, 0, 0, 0, 0, 0]}, {'name': 'Sunday', 'data': [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 74, 79, 78, 72, 62, 42, 0, 0, 0, 0, 0, 0]}]","[120, 120]",
236,Upper East Side North,ChIJbQ4shqRYwokRY15p4jSHUpo,159,92NY,entertainment,540,FALSE,"92nd Street Y, a cultural institution on the Upper East Side, fosters community engagement through a diverse array of arts, education, and cultural programs.",40.7829399,-73.9525284,"1395 Lexington Avenue, New York",4.1,210,(212) 415-5500,https://www.92ny.org/,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,"['gym', 'school', 'health', 'point_of_interest']",+1 212-415-5500,https://maps.google.com/?cid=11120099091137781347,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 00:00 - 23:59, 1: 00:00 - 23:59, 2: 00:00 - 23:59, 3: 00:00 - 23:59, 4: 00:00 - 23:59, 5: 00:00 - 23:59, 6: 00:00 - 23:59","[{'name': 'Monday', 'data': [8, 7, 7, 9, 7, 14, 24, 36, 46, 56, 63, 66, 68, 68, 67, 66, 71, 81, 90, 95, 82, 57, 31, 15]}, {'name': 'Tuesday', 'data': [6, 4, 3, 6, 3, 10, 23, 38, 55, 62, 65, 68, 67, 66, 62, 66, 75, 88, 93, 89, 74, 52, 32, 15]}, {'name': 'Wednesday', 'data': [4, 0, 0, 0, 9, 14, 24, 37, 59, 73, 80, 80, 76, 69, 65, 63, 64, 76, 89, 100, 96, 73, 47, 28]}, {'name': 'Thursday', 'data': [16, 10, 7, 6, 6, 13, 26, 43, 56, 65, 68, 71, 72, 73, 75, 75, 77, 84, 90, 94, 87, 69, 43, 23]}, {'name': 'Friday', 'data': [10, 5, 4, 3, 7, 13, 25, 43, 62, 81, 93, 94, 88, 75, 67, 62, 62, 64, 66, 63, 50, 35, 24, 17]}, {'name': 'Saturday', 'data': [9, 5, 4, 5, 3, 5, 9, 21, 37, 60, 74, 77, 74, 68, 65, 61, 59, 58, 57, 60, 51, 42, 29, 20]}, {'name': 'Sunday', 'data': [12, 8, 4, 3, 10, 11, 10, 15, 26, 46, 67, 79, 78, 75, 72, 69, 66, 65, 60, 55, 43, 31, 19, 12]}]","[None, None]",40
237,Upper East Side South,ChIJOb4SHexYwokRYYbVbQIDVzo,160,Park Avenue Armory,entertainment,0,TRUE,"The Park Avenue Armory in the Upper East Side serves as a unique cultural center, hosting immersive performances and exhibitions within its historic military drill hall.",40.7672954,-73.9656313,"643 Park Avenue, New York",4.6,1075,(212) 616-3930,http://www.armoryonpark.org/,"['Monday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']",,"['movie_theater', 'museum', 'point_of_interest']",+1 212-616-3930,https://maps.google.com/?cid=4203832086141175393,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,"0: 10:00 - 18:00, 1: 10:00 - 18:00, 2: 10:00 - 18:00, 3: 10:00 - 18:00, 4: 10:00 - 18:00",[],"[None, None]",
